province;red;green;blue;name;x;
1530;183;224;3;The_Roiling_Gardens;;
1531;157;117;52;The_Marshlands;;
1532;153;174;253;Marshals_Stand;;
1533;183;157;52;Fire_Plume_Ridge;;
1534;203;2;248;Mossy_Pile;;
1535;46;68;71;Golakka_Hot_Springs;;
1536;143;54;236;Terror_Run;;
1537;249;0;167;The_Slithering_Scar;;
1538;37;34;205;Thistleshrub_Valley;;
1539;13;126;100;Plain_of_Terror;;
1540;53;235;255;Burning_Pile;;
1541;105;172;214;Zulfarrak;;
1542;211;210;59;Sandsorrow_Watch;;
1543;84;205;9;Gadgetzan;;
1544;117;75;69;Caverns_of_Time;;
1545;78;197;193;The_Noxious_Lair;;
1546;159;173;33;Dunemaul_Compound;;
1547;162;217;234;Valley_of_the_Watchers;;
1548;93;141;80;The_Gaping_Chasm;;
1549;234;169;185;Lands_End_Beach;;
1550;131;166;196;Shimmering_Ridge;;
1551;158;230;186;Zalashjis_Den;;
1552;199;104;161;Southbreak_Shore;;
1553;130;181;250;Broken_Pillar;;
1554;5;140;123;Abyssal_Sands;;
1555;89;248;29;Eastmoon_Ruins;;
1556;176;195;9;Ruins_of_Unending_Cycles;;
1557;86;168;34;The_Cursed_Landing;;
1558;115;157;177;Originations_Courtyard;;
1559;47;113;150;The_Warlords_Garisson;;
1560;177;253;207;The_Vortex_Pinnacle;;
1561;193;137;254;Throne_of_the_Four_Winds;;
1562;45;58;163;Sunrock_Isle;;
1563;180;115;241;Neferset_Grand_Temple;;
1564;63;220;201;Obelisk_of_the_Sun;;
1565;11;67;194;Cradle_of_the_Ancients;;
1566;142;122;152;Ruins_of_Ammon;;
1567;205;238;32;Schonottzs_Landing;;
1568;172;132;34;Orsis_Temple_District;;
1569;162;69;189;Ramkahen_City_District;;
1570;173;184;229;Obelisk_of_the_Stars;;
1571;111;159;9;Khartuts_Tomb;;
1572;74;168;134;Obelisk_of_the_Moon;;
1573;244;169;190;Temple_of_Uldum;;
1574;208;202;62;Dunes_of_Uldum;;
1575;38;45;247;Sunstone_Terrace;;
1576;160;199;104;Tombs_of_the_Precursors;;
1577;43;9;107;Sahket_Wastes;;
1578;110;113;9;Oasis_of_Virsar;;
1579;126;65;102;Southsea_Holdfast;;
1580;222;69;110;Twilight_Withering;;
1581;180;83;56;Splithoof_Hold;;
1582;23;200;159;Freewind_Post;;
1583;113;246;83;Darkcloud_Pinnacle;;
1584;18;228;27;Whitereach_Summit;;
1585;113;30;120;Highperch;;
1586;50;31;101;Dark_Portal_Outland;;
1587;19;119;82;The_Legion_Front;;
1588;121;213;196;Zethgor;;
1589;75;51;125;Expedition_Armory;;
1590;186;88;49;Honor_Hold;;
1591;5;203;93;Hellfire_Ramparts;;
1592;18;84;64;Thrallmar;;
1593;28;193;93;Throne_of_Kiljaeden;;
1594;24;155;114;Pools_of_Aggonar;;
1595;108;142;159;Maghar_Post;;
1596;187;112;32;Den_of_Haalesh;;
1597;111;153;170;Falcon_Watch;;
1598;34;47;168;Temple_of_Telhamat;;
1599;195;160;6;Ruins_of_Shanaar;;
1600;200;80;41;Blank;;
1601;54;160;20;Bonetooth_Camp;;
1602;126;10;35;Hellfire_Basin;;
1603;208;177;172;The_Dead_Mire;;
1604;39;33;214;Swamprat_Post;;
1605;192;205;148;Cenarion_Refuge;;
1606;214;197;47;Umbrafen_Lake;;
1607;96;1;85;The_Lagoon;;
1608;9;86;152;Telredor;;
1609;151;219;89;Coilfang_Reservoir;;
1610;231;249;172;Twin_Spire_Ruins;;
1611;21;193;237;Serpent_Lake;;
1612;59;95;86;Zabrajin;;
1613;201;106;126;Sporeggar;;
1614;198;224;134;The_Spawning_Glen;;
1615;180;81;80;Marshlight_Lake;;
1616;8;217;56;Angorosh_Grounds;;
1617;135;121;97;Orebor_Harborage;;
1618;54;170;20;Copperlode_Hills;;
1619;50;83;16;Blades_Edge_Foothills;;
1620;84;208;197;Zangar_Ridge;;
1621;26;117;65;Warmaul_Hill;;
1622;99;249;244;Forge_Camp_Hate;;
1623;175;55;172;Forge_Camp_Fear;;
1624;110;133;9;Twilight_Ridge;;
1625;252;77;150;Oshugun;;
1626;243;173;110;Sunspring_Post;;
1627;12;247;158;Halaa;;
1628;96;238;104;Garadar;;
1629;119;95;148;Laughing_Skull_Ruins;;
1630;100;209;154;Throne_of_the_Elements;;
1631;195;112;237;Ring_of_Trials;;
1632;254;189;1;Telaar;;
1633;125;89;73;Kilsorrow_Fortress;;
1634;177;75;138;Burning_Blade_Ruins;;
1635;1;26;68;Warmaul_Crossroads;;
1636;214;159;187;Southwind_Cleft;;
1637;30;242;65;Burning_Blade_Plains;;
1638;14;57;36;Garadar_Plains;;
1639;54;180;20;Gemstone_Hills;;
1640;200;80;46;Blank;;
1641;125;71;59;Shattrath_City;;
1642;207;204;17;Cenarion_Thicket;;
1643;213;252;97;Tuurem;;
1644;224;218;32;Firewing_Point;;
1645;45;239;123;Bonechewer_Ruins;;
1646;192;215;18;Allerian_Stronghold;;
1647;192;110;199;Stonebreaker_Hold;;
1648;97;185;144;Northern_Bone_Wastes;;
1649;77;75;92;Auchindoun_Wastes;;
1650;75;41;194;Bleeding_Hollow_Ruins;;
1651;61;112;53;Skettis;;
1652;169;72;239;Razorthorn_Shelf;;
1653;54;190;20;Scorched_Passage;;
1654;59;24;220;Raastok_Glade;;
1655;230;19;12;Eastern_Bone_Wastes;;
1656;254;193;35;Western_Bone_Wastes;;
1657;212;51;66;Southern_Bone_Wastes;;
1658;170;9;222;Plains_of_Terokkar;;
1659;54;200;20;Abandoned_Temple;;
1660;200;50;49;Blank;;
1661;111;240;93;Shadowmoon_Village;;
1662;153;171;145;Legion_Hold;;
1663;136;90;102;Illidari_Point;;
1664;48;212;146;Wildhammer_Stronghold;;
1665;75;17;78;Eclipse_Point;;
1666;155;181;218;Sanctum_of_the_Stars;;
1667;56;51;12;The_Deathforge;;
1668;187;233;231;Coilskar_Point;;
1669;94;219;181;The_Hand_of_Guldan;;
1670;90;232;101;Altar_of_Shatar;;
1671;145;143;85;The_Black_Temple;;
1672;26;153;191;Dragonmaw_Fortress;;
1673;190;97;239;Netherwing_Ledge;;
1674;55;237;20;Shadowed_Wastes;;
1675;58;92;95;Shadowmoon_Wastes;;
1676;17;154;183;Wildhammer_Wastes;;
1677;30;67;211;Wardens_Cage;;
1678;244;19;138;Fel_Wastes;;
1679;86;13;250;Oronoks_Farm;;
1680;88;76;67;Forge_Camp_Terror;;
1681;60;96;186;Ogrila;;
1682;171;60;34;Forge_Camp_Wrath;;
1683;29;32;218;Ravens_Wood;;
1684;35;102;222;Grishnath;;
1685;3;7;119;Bladespire_Hold;;
1686;13;45;55;Circle_of_Blood;;
1687;193;247;68;Thunderlord_Stronghold;;
1688;94;213;170;Bloodmaul_Outpost;;
1689;112;106;28;Sylvanaar;;
1690;191;189;144;Deaths_Door;;
1691;129;73;217;Vekhaar_Stand;;
1692;196;178;238;Moknathai;;
1693;90;13;101;Ruuan_Weald;;
1694;47;152;71;Veil_Ruuan;;
1695;211;67;248;Gruuls_Lair;;
1696;65;165;157;Bashir_Landing;;
1697;175;46;129;The_Crystal_Spine;;
1698;197;103;90;Forge_Camp_Anger;;
1699;91;153;7;Netherwarpped_Passage;;
1700;200;70;48;Blank;;
1701;235;21;1;Manaforge_Bnaar;;
1702;27;217;159;Area_52;;
1703;168;90;68;Arklon_Ruins;;
1704;206;175;199;Ruins_of_Enkaat;;
1705;50;133;142;Manaforge_Ara;;
1706;54;159;109;Manaforge_Coruu;;
1707;128;95;203;Sunfury_Hold;;
1708;133;134;167;Kirinvar_Village;;
1709;18;37;203;Manaforge_Duro;;
1710;101;107;102;Eco_dome_Midrealm;;
1711;171;95;199;Stormspire;;
1712;184;255;11;Forge_Base_Oblivion;;
1713;219;112;253;Forge_Base_Gehenna;;
1714;235;14;88;Ruins_of_Farahlon;;
1715;56;219;13;Manaforge_Ultris;;
1716;16;98;228;Celestial_Ridge;;
1717;80;235;129;Tempest_Keep;;
1718;243;188;94;Moonwater_Retreat;;
1719;251;24;223;Pearlfin_Village;;
1720;127;97;115;Pawdon_Village;;
1721;204;62;81;Nectarbreeze_Orchard;;
1722;97;44;61;Jade_Temple;;
1723;192;181;3;Serpents_Heart;;
1724;137;194;190;Grookin_Hill;;
1725;32;77;224;Dawns_Blossom;;
1726;134;209;41;The_Arboretum;;
1727;74;92;66;Windward_Isle;;
1728;178;234;17;Sri_la_Village;;
1729;59;83;227;Tian_Monastery;;
1730;77;159;240;Terrace_of_Ten_Thunders;;
1731;244;132;214;Honeydew_Village;;
1732;234;102;39;Emperors_Omen;;
1733;197;31;42;Grookin_Woods;;
1734;35;116;25;Moonwater_Islands;;
1735;238;202;218;Pawdon_Islands;;
1736;108;169;239;Jade_Islands;;
1737;1;50;158;Thunder_Islands;;
1738;74;14;223;Moonwater_Crossing;;
1739;207;49;19;Jade_Crossing;;
1740;248;149;168;Serpents_Approach;;
1741;55;100;20;Charred_Outcrop;;
1742;55;110;20;Slitherdust;;
1743;55;120;20;Ashen_Shore;;
1744;55;130;20;Rustlight;;
1745;55;140;20;Test_Site_X_A01;;
1746;55;150;20;Icewind_Passage;;
1747;55;160;20;Frostmane_Outpost;;
1748;55;170;20;Frozen_Shore;;
1749;55;180;20;Brewstall_Village;;
1750;55;190;20;Frozen_Banks;;
1751;55;200;20;Slabcliff_Ridge;;
1752;56;100;20;Twilight_Passage;;
1753;56;110;20;Kirkfoot_Hill;;
1754;56;120;20;Elementium_Mine;;
1755;56;130;20;Shore_of_Insanity;;
1756;56;140;20;Obsidian_Flow;;
1757;56;150;20;Dragonmaw_Ruins;;
1758;56;160;20;Stormmar_Bank;;
1759;56;170;20;Obsidian_Grove;;
1760;56;180;20;Black_Battleground;;
1761;56;190;20;Dwarven_Dens;;
1762;56;200;20;Twilight_Ridge;;
1763;57;100;20;Direforge_Outpost;;
1764;57;110;20;Algae_Pools;;
1765;57;120;20;Ironmine;;
1766;57;130;20;Angerfang_Hold;;
1767;57;140;20;Mossden;;
1768;57;150;20;Bouldercoast;;
1769;57;160;20;Northstar_Outpost;;
1770;57;170;20;Thickets_of_Askar;;
1771;57;180;20;Trollden;;
1772;57;190;20;Revantusk_Outpost;;
1773;15;213;170;Zhus_Watch;;
1774;70;166;116;The_Incursion;;
1775;23;153;39;Anglers_Wharf;;
1776;82;134;229;Thunder_Cleft;;
1777;120;207;197;Ruins_of_Dojan;;
1778;242;24;16;Crane_Wing_Refuge;;
1779;171;220;255;Red_Temple;;
1780;203;49;52;Nayeli_Lagoon;;
1781;192;35;44;Cradle_of_Chi_ji;;
1782;45;224;118;Dawnchaser_Retreat;;
1783;194;102;232;Sentinel_Basecamp;;
1784;174;22;190;Shores_of_Dojan;;
1785;75;142;44;Thunderfoot_Overlook;;
1786;4;54;74;Thunder_Cleft_Overlook;;
1787;135;130;217;Domination_Point;;
1788;41;109;187;Lions_Landing;;
1789;152;114;141;The_Forbidden_Forest;;
1790;168;79;221;Nesingwarys_Safari;;
1791;214;123;70;Stoneplow;;
1792;43;212;116;Paoquan_Hollow;;
1793;249;226;56;Stormstout_Brewery;;
1794;173;72;172;The_Imperial_Granary;;
1795;0;32;176;The_Heartland;;
1796;82;63;57;Halfhill;;
1797;229;23;12;Silken_Fields;;
1798;185;24;217;Pools_of_Purity;;
1799;145;64;104;Thunderfoot_Fields;;
1800;142;72;22;Tavern_in_the_Mists;;
1801;245;135;104;Terrace_of_Endless_Spring;;
1802;176;180;60;The_Ancient_Passage;;
1803;86;88;213;Halfhill_Farmland;;
1804;124;104;7;Stormstout_Plain;;
1805;205;125;132;Uncovered_Burrows;;
1806;66;16;206;The_Secret_Aerie;;
1807;103;200;216;Mogushan_Palace;;
1808;30;126;73;Shrine_of_Seven_Stars;;
1809;92;129;78;Shrine_of_Two_Moons;;
1810;36;45;123;The_Golden_Pagoda;;
1811;94;35;204;The_Golden_Stair;;
1812;194;173;248;Tu_Shen_Burial_Ground;;
1813;177;99;70;Mistfall_Village;;
1814;114;176;209;Setting_Sun_Garrison;;
1815;114;46;213;The_Five_Sisters;;
1816;250;105;175;Ruins_of_Guo_lai;;
1817;65;220;208;Guo_lai_Halls;;
1818;234;181;25;Northern_Vale_Gate;;
1819;19;85;142;Central_Vale_Gate;;
1820;220;188;95;Mogushan_Courtyard;;
1821;98;134;133;Whitepetal_Woods;;
1822;7;199;44;Mogushan_Hills;;
1823;0;88;170;Setting_Sun_Plain;;
1824;186;65;192;Golden_Plain;;
1825;57;200;20;Zebjiri;;
1826;200;90;41;Southern_Vale_Wall;;
1827;58;100;20;Hirishao;;
1828;113;51;127;Osul_Passage;;
1829;82;158;168;Stoneplow_Passage;;
1830;58;110;20;Hextusk_Outpost;;
1831;58;120;20;Overgrown_Thicket;;
1832;166;20;95;Terrace_of_Gurthani;;
1833;161;29;69;Forgotten_Mire;;
1834;127;88;162;Lake_of_Stars;;
1835;162;107;30;Kypari_Zar;;
1836;63;30;70;Soggys_Gamble;;
1837;71;133;41;The_Briny_Muck;;
1838;44;36;67;Zanvess;;
1839;179;27;51;Heart_of_Fear;;
1840;95;191;79;Klaxxivess;;
1841;248;26;63;Korvess;;
1842;215;238;12;Rikkitun_Village;;
1843;21;149;25;Kypari_Vor;;
1844;58;140;20;Lonesome_Cove;;
1845;175;172;240;Chittering_Coast;;
1846;37;199;50;Mazus_Overlook;;
1847;16;193;198;The_Stinging_Trail;;
1848;16;217;166;Duskroot_Fen;;
1849;5;156;73;Kypariik;;
1850;27;247;24;The_Horrid_March;;
1851;38;156;220;Panic_Clutch;;
1852;250;101;110;The_Clutches_of_Shekzeer;;
1853;205;54;173;Amberglow_Hollow;;
1854;64;106;187;Venomous_Ledge;;
1855;57;173;169;Whispering_Stones;;
1856;63;204;128;Fear_Clutch;;
1857;115;184;54;Horror_Clutch;;
1858;160;119;67;The_Thundering_Run;;
1859;106;36;248;Gao_ran_Battlefront;;
1860;210;184;243;Hatreds_Vice;;
1861;80;87;187;Longying_Outpost;;
1862;88;181;42;Fire_Camp_Osul;;
1863;143;179;149;Krivess;;
1864;240;126;28;Dusklight_Hollow;;
1865;202;176;165;Rensais_Watchpost;;
1866;14;165;153;Sikvess;;
1867;145;141;13;Niuzao_Temple;;
1868;150;126;160;Sravess;;
1869;114;144;104;Shanze_Dao;;
1870;222;2;21;Shado_pan_Garrison;;
1871;4;40;43;Forward_Assault_Camp;;
1872;249;31;149;Lower_Sumprushes;;
1873;62;186;127;Upper_Sumprushes;;
1874;212;213;22;Dampsoil_Burrow;;
1875;58;130;20;Verdant_Ridge;;
1876;214;149;235;The_Underbough;;
1877;3;222;213;Fire_Camp_Gai_Cho;;
1878;248;160;200;Deadtalkers_Plateau;;
1879;65;0;23;Kzzok_Warcamp;;
1880;174;88;196;Fields_of_Niuzao;;
1881;245;240;248;Srathik_Incursion;;
1882;188;49;29;Dawnseeker_Promontory;;
1883;235;181;66;Court_of_Bones;;
1884;72;67;79;Zatual;;
1885;20;47;133;Ihgaluk_Crag;;
1886;147;29;163;Violet_Rise;;
1887;66;229;148;Diremoor;;
1888;196;15;206;The_Thunder_Forges;;
1889;182;195;231;Stormsea_Landing;;
1890;27;185;134;Throne_of_Thunder;;
1891;93;6;195;Thundering_Gates_;;
1892;10;247;137;Shado_pan_Monastery;;
1893;223;176;219;Winters_Blossom;;
1894;38;132;191;Kota_Basecamp;;
1895;7;166;51;Shado_pan_Fallback;;
1896;85;253;253;Westwind_Rest;;
1897;134;5;8;Eastwind_Rest;;
1898;231;237;192;Binan_Village;;
1899;95;56;123;The_Yaungol_Advance;;
1900;105;197;241;One_Keg;;
1901;241;61;34;White_Temple;;
1902;86;162;40;Mogushan_Terrace;;
1903;193;161;208;Peak_of_Serenity;;
1904;190;227;66;Zouchin_Village;;
1905;79;181;119;Isle_of_Reckoning;;
1906;248;129;8;The_Dooker_Dome;;
1907;216;113;101;Mogujia;;
1908;80;194;196;Muskpaw_Ranch;;
1909;60;160;40;Sandy_Shallows;;
1910;155;213;127;Chow_Farmstead;;
1911;52;85;211;Inkgill_Mereb;;
1912;212;74;62;Lao___Sons_Yakwash;;
1913;222;103;133;Yinying_Village;;
1914;1;145;121;Garroshar_Advance;;
1915;219;220;121;Valley_of_Emperors;;
1916;58;150;20;Lonesome_Den;;
1917;65;86;71;The_Grummle_Bazaar;;
1918;164;44;236;Fire_Camp_Ruqin;;
1919;177;182;105;Firebough_Nook;;
1920;234;228;33;Oondastas_Pit;;
1921;75;115;143;South_Thalassian_Pass;;
1922;114;125;128;Browman_Mill;;
1923;48;25;149;Andorhal_Bulwark;;
1924;149;203;102;South_Tides_Run;;
1925;34;216;216;Calston_Estate;;
1926;151;235;111;Nightmare_Vale;;
1927;163;231;102;Scarlet_Tower;;
1928;87;124;152;Capital_Waystation;;
1929;96;218;235;Circle_of_West_Binding;;
1930;99;84;182;Durnholde_Passage;;
1931;41;221;139;Dun_Garok;;
1932;194;145;115;Circle_of_Inner_Binding;;
1933;139;115;231;Thandol_Span;;
1934;129;178;155;Boulderfist_Outpost;;
1935;20;37;252;Circle_of_East_Binding;;
1936;118;6;209;Goshek_Farm;;
1937;244;250;23;Circle_of_Outer_Binding;;
1938;91;93;251;Shaolwatha;;
1939;247;155;141;Direforge_Hill;;
1940;208;118;74;Raptor_Ridge;;
1941;137;173;169;Mogrosh_Stronghold;;
1942;85;25;142;Loch_Modan;;
1943;19;82;3;Ironforge_Airfield;;
1944;0;94;204;Algaz_Station;;
1945;225;181;136;South_Gate_Pass;;
1946;58;160;20;Scarlet_Outpost;;
1947;58;170;20;Northstill;;
1948;58;180;20;Vanderhold;;
1949;200;28;159;Anvilmar;;
1950;58;190;20;Scarlet_Isle;;
1951;166;218;252;Frostmane_Hold;;
1952;51;96;95;Blackwing_Lair;;
1953;93;19;139;Stonewrought_Pass;;
1954;148;33;72;Dustfire_Valley;;
1955;247;48;129;Thorium_Advance;;
1956;100;98;145;Grimsilt_Dig_Site;;
1957;195;71;195;The_Sea_of_Cinders;;
1958;22;51;124;The_Cauldron;;
1959;19;221;45;Thorium_Point;;
1960;127;203;30;Firewatch_Ridge;;
1961;87;181;64;Iron_Summit;;
1962;216;52;137;Blackrock_Depths;;
1963;200;50;48;Blank;;
1964;104;106;235;Blackchar_Cave;;
1965;25;107;211;Pyrox_Flats;;
1966;72;113;217;The_Slag_Pit;;
1967;161;147;131;New_Kargath;;
1968;45;88;101;Uldaman;;
1969;182;71;215;Angor_Fortress;;
1970;88;142;231;Camp_Kosh;;
1971;59;185;29;Dustwind_Dig;;
1972;108;15;12;Bloodwatcher_Point;;
1973;108;247;172;Agmonds_End;;
1974;52;140;184;Dragons_Mouth;;
1975;44;227;88;Fuselight;;
1976;210;198;54;Lethlor_Ravine;;
1977;173;227;169;Fuselight_by_the_sea;;
1978;220;200;199;The_Dustbowl;;
1979;12;130;112;Dustbelch_Grotto;;
1980;226;225;142;Altar_of_Storms;;
1981;115;190;41;Flamestar_Post;;
1982;25;68;121;The_Whelping_Downs;;
1983;85;40;180;Blackrock_Path;;
1984;41;209;113;Black_Tooth_Hovel;;
1985;16;180;189;Chiselgrip;;
1986;204;184;254;Ruins_of_Thaurissan;;
1987;45;139;51;Flame_Crest;;
1988;128;246;237;Dreadmaul_Rock;;
1989;112;144;105;Morgans_Vigil;;
1990;254;244;152;Valley_of_Ashes;;
1991;240;187;154;Blackrock_Valley;;
1992;114;234;155;Keeshans_Post;;
1993;151;191;199;Camp_Everstill;;
1994;132;35;44;Redridge_Trail;;
1995;203;223;113;Bogpaddle_Islands;;
1996;11;114;102;Strangethorn_Trail;;
1997;137;116;12;Rebel_Camp;;
1998;58;200;20;Web_Point;;
1999;180;229;184;The_Deadmines;;
2000;111;140;110;The_Molsen_Farm;;
2001;59;100;20;Webbed_Shore;;
2002;59;110;20;Vandermar_Lighthouse;;
2003;86;136;166;Wellson_Shipyard;;
2004;14;137;126;Cape_of_Lost_Hope;;
2005;102;141;87;Rustberg_Village;;
2006;35;199;98;The_Darkwood;;
2007;233;222;54;Largos_Overlook;;
2008;240;163;196;The_Restless_Front;;
2009;186;210;146;Tol_Barad_Approach;;
2010;72;28;105;Baradin_Hold;;
2011;113;46;103;Ironclad_Garrison;;
2012;198;113;110;Slagworks;;
2013;128;251;146;Wardens_Vigil;;
2014;34;49;211;Fallhaven;;
2015;172;21;22;Rolling_Hills_II;;
2016;59;120;20;Karston_Farmstead;;
2017;59;130;20;Spider_Woods;;
2018;59;140;20;Scarlet_Hills;;
2019;200;90;48;Blank;;
2020;59;150;20;Uthers_Tomb;;
2021;59;160;20;Northridge_Barracks;;
2022;59;170;20;Fallow_Fields;;
2023;59;180;20;Shomins_Hovel;;
2024;59;190;20;Capital_Headland;;
2025;59;200;20;Northridge_Pass;;
2026;60;100;20;Marris_Wash;;
2027;60;110;20;Northwall_Tower;;
2028;168;226;92;The_Stair_of_Destiny;;
2029;239;50;48;Spinebreaker_Post;;
2030;48;189;130;Forge_Camp_Mageddon;;
2031;76;169;203;Forge_Camp_Rage;;
2032;146;195;247;Invasion_Point_Annihilator;;
2033;195;176;33;The_Warp_Fields;;
2034;130;118;133;The_Great_Fissure;;
2035;219;170;130;Fallen_Sky_Ridge;;
2036;53;169;221;Netherwing_Fields;;
2037;55;90;127;Ruins_of_Baari;;
2038;115;90;17;Blackwind_Landing;;
2039;11;59;83;Veil_Harrik;;
2040;163;146;71;Terokks_Rest;;
2041;213;61;208;Veil_Shienor;;
2042;9;227;28;Grangolvar_Village;;
2043;205;166;10;Veil_Skith;;
2044;120;96;161;Tomb_of_Lights;;
2045;56;252;81;Veil_Shalas;;
2046;195;182;211;Veil_Lithic;;
2047;235;23;206;Shadowtomb;;
2048;30;177;130;Veil_Reskk;;
2049;170;45;60;Umbrafen_Marsh;;
2050;129;253;41;Clan_Watch;;
2051;44;241;122;Windyreed_Village;;
2052;144;208;46;Windyreed_Pass;;
2053;2;65;20;Ravens_Pass;;
2054;239;208;157;Razor_Ridge;;
2055;118;40;121;Singing_Ridge;;
2056;147;53;85;The_Heap;;
2057;188;57;47;The_Scrap_Field;;
2058;82;182;184;Cosmowrench;;
2059;180;88;244;Ethereum_Staging_Grounds;;
2060;54;243;108;Eco_dome_Farfield;;
2061;30;238;92;Socrethars_Seat;;
2062;247;239;253;Feralfen_Village;;
2063;41;207;190;Quagg_Ridge;;
2064;112;32;26;Hewn_Bog;;
2065;115;218;150;Daggerfen_Village;;
2066;106;107;171;Angorosh_Stronghold;;
2067;242;245;97;Slingtail_Pits;;
2068;19;39;153;Wreck_of_the_Vanguard;;
2069;110;179;222;Den_of_Sorrow;;
2070;159;63;166;Twinspire_Keep;;
2071;199;67;57;Camp_Gormal;;
2072;214;60;175;Serpents_Overlook;;
2073;224;55;43;Dookin_Grounds;;
2074;100;1;95;Shrine_of_the_Dawn;;
2075;46;23;156;Greenstone_Village;;
2076;120;108;172;Forest_Heart;;
2077;140;134;65;Camp_Nooka_Nooka;;
2078;194;242;109;Honeydew_Hills;;
2079;4;34;135;Grookin_Groves;;
2080;133;86;209;Honeydew_Shrine;;
2081;32;95;200;Sea_of_Shanze;;
2082;32;90;200;Celestial_Sea;;
2083;32;85;200;Waters_of_the_Tiger;;
2084;32;80;200;Pawdon_Sea;;
2085;31;120;200;Waters_of_the_Crane;;
2086;31;110;200;Blank;;
2087;32;75;200;Raucous_Cleft;;
2088;32;70;200;Violet_Gulf;;
2089;32;65;200;Bonecrack_Swell;;
2090;31;150;200;Briny_Channel;;
2091;32;60;200;Thundering_Depths;;
2092;32;55;200;Chittering_Reef;;
2093;32;50;200;Fetid_Waters;;
2094;31;145;200;Blank;;
2095;31;140;200;Blank;;
2096;60;120;20;Dawning_Isles;;
2097;207;218;104;Seabreach_Passage;;
2098;207;196;140;Sholazar_Shelf;;
2099;82;189;215;The_Lost_Passage;;
2100;60;114;63;The_Savage_Thicket;;
2101;174;96;117;Crystal_Passage;;
2102;1;182;115;Ivalds_Ruin_;;
2103;32;1;233;Baleheim;;
2104;242;202;165;Cauldros_Isle;;
2105;102;5;146;Halgrind;;
2106;210;153;133;The_Vibrant_Glade;;
2107;141;175;147;The_Frozen_Glade;;
2108;200;209;29;The_Twisted_Glade;;
2109;87;180;166;Chillmere_Coast;;
2110;172;15;119;Baelguns_Excavation_Site;;
2111;8;240;135;Hearts_Blood_Shrine;;
2112;96;225;166;Vordrassils_Heart;;
2113;60;41;185;Vordrassils_Limb;;
2114;211;216;84;Vordrassils_Tears;;
2115;162;89;19;Kartaks_Hold;;
2116;108;26;238;Unupe;;
2117;186;96;247;Dens_of_the_Dying;;
2118;170;203;133;Talramas;;
2119;249;241;43;Winterfin_Retreat;;
2120;205;133;199;Frigid_Grassland;;
2121;86;184;100;Plains_of_Nasam;;
2122;96;255;234;Gammoth;;
2123;12;233;190;Isles_of_Nasam;;
2124;60;130;20;The_Royal_Hills;;
2125;64;70;237;Glimmer_Bay;;
2126;48;207;26;Tower_of_Life;;
2127;132;192;54;Broken_Temple;;
2128;21;231;219;Winters_Edge_Tower;;
2129;112;236;164;Flamewatch_Tower;;
2130;232;216;110;Moonrest_Gardens;;
2131;32;185;37;Indule;;
2132;74;114;51;Fordragon_Hold;;
2133;5;188;153;Coldwind_Ridge;;
2134;231;227;240;Dragonscale_Point;;
2135;69;89;72;Nighthaven;;
2136;181;227;217;Moonshone_Pass;;
2137;200;90;46;Blank;;
2138;1;100;0;Goldshire_Woods;;
2139;1;110;0;Goldshire_Farms;;
2140;1;130;0;Northshire_Vineyards;;
2141;0;150;0;Stormwind_Harbour;;
2142;0;160;0;Stormwind_Fields;;
2143;2;120;0;Stonecairn_Hills;;
2144;2;130;0;Jasperlode_Mine;;
2145;1;210;0;Woods_of_Elwynn;;
2146;1;220;0;Crystal_Lake_Trail;;
2147;1;230;0;Westvale_Path;;
2148;1;250;0;Eastvale_Path;;
2149;0;250;0;Stormwind_Gates;;
2150;12;223;161;Dusky_Bank;;
2151;50;211;182;Withered_Remains;;
2152;24;132;103;Ravens_Cloister;;
2153;236;167;6;Howling_Stones;;
2154;30;239;99;The_Raging_Ravine;;
2155;48;73;171;Murky_Pools;;
2156;62;23;71;The_Quagmire;;
2157;165;142;168;Nethergarde_Caves;;
2158;110;1;138;The_Murky_Shore;;
2159;130;200;160;Crackling_Ruins;;
2160;28;22;171;Jinjii_Ruins;;
2161;228;168;237;Deadmans_Foil;;
2162;157;137;94;Darkshire_Pass;;
2163;250;227;72;The_Crumbling_Cliff;;
2164;50;144;192;The_Obsidian_Scar;;
2165;195;132;33;Wild_Islands;;
2166;124;123;121;Hills_of_Booty_Bay;;
2167;161;106;64;Mistvale_Plains;;
2168;60;140;20;Lost_Kings_Rest;;
2169;215;168;160;Dagger_Shore;;
2170;60;150;20;Eastwall_Logging_Camp;;
2171;255;198;52;Surwich;;
2172;60;160;20;Blackwood_Thicket;;
2173;16;174;199;The_Red_Shore;;
2174;50;26;161;Shattered_Hills;;
2175;60;170;20;Northdale_Logging_Camp;;
2176;119;175;245;Stormy_Pass;;
2177;227;46;167;The_Dark_Road;;
2178;136;231;219;The_Darkened_Retreat;;
2179;60;180;20;Northpass_Watch;;
2180;215;139;144;Stonard_Bog;;
2181;212;132;169;Splinterspear_Bog;;
2182;175;251;143;Deadmans_Peak;;
2183;199;37;209;Jinji_Shore;;
2184;156;211;169;Stagalbog_Island;;
2185;37;158;98;Mistreed_Island;;
2186;226;7;60;Crackling_Banks;;
2187;60;190;20;Northridge_Lumber_Camp;;
2188;245;160;29;Murky_Banks;;
2189;103;158;64;Murky_Islands;;
2190;60;200;20;Noxious_Glade;;
2191;97;254;102;Swampy_Passage;;
2192;164;23;237;Royal_Encampment;;
2193;252;253;192;Central_Redridge_Trail;;
